customer_id,segment_true,age,gender,income,region,tenure_years,checking_balance,savings_balance,money_market_balance,cd_balance,mortgage_balance,heloc_balance,auto_loan_balance,personal_loan_balance,credit_card_balance,credit_card_limit,credit_utilization,investment_balance,total_deposits,total_lending,total_relationship_value,product_count,monthly_transactions,avg_transaction_amount,recency_days,branch_visits_monthly,call_center_monthly,digital_score,monthly_logins,mobile_pct,features_adopted,monthly_revenue,annual_revenue,churn_probability,life_stage
B006001,Young Professionals,29,F,52086,West,3.8,10507.18,5550.32,482.19,0.0,0.0,0.0,0.0,9197.32,9622.19,17623.06,0.546,0.0,16539.69,18819.51,35359.2,5,29,74.15,0,3,0,84.3,31,87.5,10,134.11,1609.32,0.1214,Building
B006002,Wealth Builders,45,F,293725,West,12.6,74007.35,111874.12,0.0,0.0,384767.09,0.0,28253.19,0.0,3480.73,20842.67,0.167,426427.32,185881.47,416501.01,1028809.8,6,24,687.6,9,1,2,67.8,25,47.3,8,880.56,10566.72,0.0215,Starting Out
B006003,Digital Enthusiasts,30,F,79943,Southwest,4.4,6691.13,14058.51,0.0,0.0,0.0,0.0,15324.9,2244.7,4614.56,8840.15,0.522,0.0,20749.64,22184.16,42933.8,5,49,79.78,30,1,2,89.6,24,91.3,11,121.48,1457.76,0.0925,Building
B006004,Digital Enthusiasts,37,F,67220,Southeast,1.4,11653.76,4526.84,0.0,0.0,0.0,0.0,37179.68,0.0,708.45,3455.84,0.205,0.0,16180.6,37888.13,54068.73,4,108,22.2,6,0,3,98.2,33,84.3,11,131.02,1572.24,0.0686,Building
B006005,Established Families,40,F,158124,West,9.2,15544.35,4029.23,0.0,0.0,441460.89,0.0,32618.04,0.0,8408.09,29922.03,0.281,448214.99,19573.58,482487.02,950275.59,6,95,96.31,27,3,1,49.9,13,50.2,5,631.38,7576.56,0.0537,Starting Out
B006006,Mature Traditionalists,76,F,71572,Southeast,21.5,37722.68,15340.4,0.0,0.0,0.0,0.0,0.0,0.0,2020.22,18037.65,0.112,95175.15,53063.08,2020.22,150258.45,4,17,204.32,25,5,0,28.5,0,23.4,4,132.52,1590.24,0.0632,Starting Out
B006007,Digital Enthusiasts,29,F,129618,Southeast,1.0,14664.39,8562.94,0.0,0.0,0.0,0.0,0.0,0.0,3713.77,10550.49,0.352,0.0,23227.33,3713.77,26941.1,3,80,104.04,5,1,2,88.7,29,83.8,10,72.37,868.44,0.1104,Building
B006008,Wealth Builders,49,M,340121,Midwest,9.8,18279.73,23678.55,0.0,0.0,0.0,0.0,19661.17,0.0,801.45,4886.9,0.164,341655.07,41958.28,20462.62,404075.97,5,55,216.21,56,3,1,57.8,23,75.8,5,152.25,1827.0,0.0143,Peak Earning
B006009,Established Families,46,F,74918,Southeast,4.3,19652.3,13023.15,0.0,0.0,95430.84,48169.6,0.0,0.0,972.25,4379.51,0.222,0.0,32675.45,144572.69,177248.14,5,79,60.26,9,1,3,61.4,15,53.8,7,268.44,3221.28,0.1026,Building
B006010,Wealth Builders,55,M,246805,Southeast,17.5,27572.32,143507.26,0.0,0.0,448227.37,0.0,0.0,0.0,1993.32,9019.53,0.221,256285.79,171079.58,450220.69,877586.06,5,32,441.24,27,0,0,82.7,17,83.4,6,842.89,10114.68,0.0477,Peak Earning
B006011,Wealth Builders,55,F,132837,Northeast,10.1,52211.76,106473.75,0.0,0.0,0.0,0.0,0.0,0.0,3826.07,16635.08,0.23,0.0,158685.51,3826.07,162511.58,3,48,88.35,5,3,0,55.8,17,59.4,8,354.96,4259.52,0.0187,Pre-Retirement
B006012,At-Risk / Disengaging,59,M,31728,Midwest,3.3,2884.15,1113.76,0.0,0.0,0.0,0.0,0.0,0.0,3300.36,6371.36,0.518,0.0,3997.91,3300.36,7298.27,3,9,91.98,15,6,2,17.1,3,10.6,3,14.17,170.04,0.3884,Building
B006013,Established Families,40,F,136064,Northeast,5.0,10459.11,28040.0,9079.26,0.0,0.0,0.0,0.0,0.0,1437.58,3374.6,0.426,0.0,47578.37,1437.58,49015.95,4,94,42.38,17,0,2,77.0,11,80.1,9,113.79,1365.48,0.0373,Peak Earning
B006014,Digital Enthusiasts,38,F,94477,Midwest,4.7,14567.92,7731.85,0.0,0.0,0.0,0.0,33497.18,0.0,8591.33,19841.4,0.433,0.0,22299.77,42088.51,64388.28,4,42,99.46,18,1,2,94.5,38,86.7,10,185.62,2227.44,0.0915,Peak Earning
B006015,Established Families,37,M,98690,Southeast,10.8,11837.09,12216.65,2830.64,0.0,273281.11,0.0,21789.18,0.0,8054.07,17937.79,0.449,0.0,26884.38,303124.36,330008.74,6,99,62.05,0,0,2,81.0,31,78.4,11,440.14,5281.68,0.0456,Starting Out
B006016,Wealth Builders,40,F,199097,Midwest,18.2,62622.97,131166.17,0.0,0.0,195722.6,0.0,22791.59,0.0,6891.11,29703.05,0.232,378844.12,193789.14,225405.3,798038.56,6,25,418.74,23,3,0,62.5,15,53.7,4,716.47,8597.64,0.0651,Peak Earning
B006017,Digital Enthusiasts,23,M,117886,West,4.1,6986.8,11423.74,0.0,0.0,0.0,0.0,18091.04,4606.46,1101.63,4648.22,0.237,0.0,18410.54,23799.13,42209.67,5,48,157.74,21,2,2,98.3,22,96.5,11,106.48,1277.76,0.067,Peak Earning
B006018,Digital Enthusiasts,36,M,70887,West,6.0,15115.02,13671.06,1428.8,0.0,0.0,0.0,0.0,0.0,9977.41,23869.39,0.418,0.0,30214.88,9977.41,40192.29,4,117,32.64,1,0,1,86.5,32,91.5,10,134.82,1617.84,0.0886,Building
B006019,Mature Traditionalists,76,F,43644,Southwest,25.3,24492.41,26621.09,0.0,0.0,0.0,0.0,0.0,0.0,1423.44,12596.84,0.113,0.0,51113.5,1423.44,52536.94,3,20,100.67,2,6,0,11.7,0,4.0,0,105.78,1269.36,0.01,Building
B006020,Digital Enthusiasts,35,M,58944,Southwest,5.9,5401.83,9279.46,0.0,0.0,0.0,0.0,0.0,0.0,7126.49,18753.93,0.38,0.0,14681.29,7126.49,21807.78,3,112,21.73,1,1,1,96.7,33,88.4,12,79.64,955.68,0.1055,Building
B006021,Small Business Owners,41,M,181716,Southeast,7.6,13592.98,36958.91,4771.78,0.0,390954.45,0.0,33868.21,0.0,9143.15,18508.4,0.494,0.0,55323.67,433965.81,489289.48,6,101,51.88,7,3,0,57.8,8,58.0,7,651.78,7821.36,0.0865,Retired
B006022,Established Families,44,M,130421,Midwest,5.0,17979.88,18588.04,0.0,0.0,314448.82,0.0,9740.4,0.0,2873.3,11223.84,0.256,0.0,36567.92,327062.52,363630.44,5,99,59.46,29,0,3,80.1,19,76.7,9,435.46,5225.52,0.0603,Peak Earning
B006023,Digital Enthusiasts,38,M,113283,Southeast,5.7,17045.43,14561.62,184.15,0.0,0.0,0.0,5022.42,0.0,6669.02,12654.69,0.527,64636.7,31791.2,11691.44,108119.34,6,60,92.95,36,0,0,85.1,29,72.3,8,146.77,1761.24,0.1241,Starting Out
B006024,Established Families,39,M,93039,West,11.8,24751.31,23464.4,0.0,0.0,146811.35,0.0,0.0,0.0,9496.57,19107.79,0.497,0.0,48215.71,156307.92,204523.63,4,92,67.19,25,1,1,82.0,27,72.9,9,312.83,3753.96,0.01,Peak Earning
B006025,Young Professionals,32,M,71360,Midwest,2.2,9501.74,4048.87,0.0,0.0,0.0,0.0,0.0,0.0,3132.34,5705.53,0.549,0.0,13550.61,3132.34,16682.95,3,29,155.03,40,1,0,80.4,28,68.3,9,54.05,648.6,0.0913,Building
B006026,Digital Enthusiasts,38,F,84433,West,1.4,7145.61,8021.72,3864.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419563.08,19032.29,0.0,438595.37,4,78,29.73,9,1,2,94.1,27,78.5,10,42.11,505.32,0.0324,Building
B006027,At-Risk / Disengaging,30,F,33448,Northeast,1.2,2274.22,955.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3230.05,0.0,3230.05,2,6,204.25,153,8,2,6.4,0,8.7,2,-28.47,-341.64,0.3508,Building
B006028,Wealth Builders,40,F,157441,Southeast,11.1,59545.59,128131.47,0.0,0.0,0.0,0.0,0.0,0.0,1621.88,9267.87,0.175,0.0,187677.06,1621.88,189298.94,3,55,84.41,2,3,2,80.0,29,77.2,8,393.63,4723.56,0.01,Peak Earning
B006029,Wealth Builders,50,M,318711,Southwest,8.5,77274.88,112729.92,0.0,0.0,171562.09,30297.74,39046.91,0.0,4824.29,22649.25,0.213,260688.58,190004.8,245731.03,696424.41,7,29,455.34,12,3,0,75.3,26,76.1,8,773.08,9276.96,0.01,Starting Out
B006030,Young Professionals,31,F,59322,Northeast,2.8,6979.31,2006.98,0.0,0.0,0.0,0.0,0.0,0.0,8977.34,23562.58,0.381,0.0,8986.29,8977.34,17963.63,3,42,88.16,37,0,1,89.3,25,78.1,11,84.77,1017.24,0.1127,Building
B006031,At-Risk / Disengaging,52,F,35790,Midwest,4.4,2311.61,899.95,0.0,33859.22,0.0,0.0,0.0,0.0,21864.87,27677.05,0.79,0.0,37070.78,21864.87,58935.65,4,8,241.58,46,3,1,28.5,4,33.4,2,220.62,2647.44,0.367,Building
B006032,Mature Traditionalists,71,M,57025,Southwest,33.3,28390.73,111661.61,0.0,0.0,260686.26,0.0,0.0,0.0,0.0,0.0,0.0,327727.99,140052.34,260686.26,728466.59,4,24,110.15,9,5,0,24.1,9,6.1,1,547.88,6574.56,0.0568,Building
B006033,Young Professionals,31,M,79728,West,1.1,3740.79,3819.45,1852.63,0.0,0.0,0.0,0.0,0.0,7743.32,15548.83,0.498,0.0,9412.87,7743.32,17156.19,4,37,63.24,13,0,0,94.6,31,88.1,10,79.51,954.12,0.1551,Building
B006034,Mature Traditionalists,76,F,41734,Northeast,16.5,32135.01,32812.71,0.0,0.0,0.0,0.0,0.0,0.0,457.06,11147.9,0.041,462511.95,64947.72,457.06,527916.73,4,29,82.83,0,6,2,25.2,4,17.0,4,137.07,1644.84,0.0403,Pre-Retirement
B006035,Digital Enthusiasts,32,F,96008,West,5.8,15450.0,12956.0,0.0,29345.33,0.0,0.0,20217.75,0.0,10539.44,22235.11,0.474,0.0,57751.33,30757.19,88508.52,5,78,67.46,9,0,0,94.3,25,93.7,11,250.12,3001.44,0.0695,Peak Earning
B006036,At-Risk / Disengaging,53,M,34281,Southeast,8.2,2980.04,485.06,0.0,0.0,0.0,0.0,0.0,0.0,9774.63,14610.8,0.669,0.0,3465.1,9774.63,13239.73,3,2,1066.54,29,4,1,7.6,3,3.5,0,66.42,797.04,0.3095,Pre-Retirement
B006037,Wealth Builders,43,F,314300,West,16.6,57350.81,24320.21,2824.8,0.0,132726.28,0.0,0.0,0.0,817.63,4726.21,0.173,277647.66,84495.82,133543.91,495687.39,6,42,218.14,23,0,1,84.4,25,86.2,8,335.41,4024.92,0.0327,Peak Earning
B006038,Digital Enthusiasts,39,M,67025,Midwest,2.1,11372.81,11595.67,1894.53,0.0,0.0,0.0,8433.27,6194.56,1199.22,5353.66,0.224,0.0,24863.01,15827.05,40690.06,6,69,33.81,49,0,2,91.9,29,97.5,9,109.61,1315.32,0.0719,Starting Out
B006039,Young Professionals,32,M,55027,West,1.1,2375.65,1418.22,0.0,0.0,0.0,0.0,33107.51,0.0,11972.48,21456.05,0.558,0.0,3793.87,45079.99,48873.86,4,74,48.54,9,1,0,83.8,26,90.7,10,175.67,2108.04,0.107,Building
B006040,Young Professionals,31,F,63636,West,1.6,10264.32,1074.52,0.0,0.0,0.0,0.0,0.0,0.0,2436.35,7783.85,0.313,0.0,11338.84,2436.35,13775.19,3,61,43.65,5,0,2,89.7,23,80.6,12,43.5,522.0,0.123,Starting Out
B006041,Digital Enthusiasts,33,M,112932,Southeast,4.5,16030.94,8452.79,0.0,0.0,0.0,0.0,35545.98,0.0,4872.05,14371.82,0.339,0.0,24483.73,40418.03,64901.76,4,50,107.55,6,0,1,89.4,34,72.2,11,177.47,2129.64,0.0728,Pre-Retirement
B006042,Wealth Builders,44,F,343627,Southeast,7.6,68395.16,111882.46,0.0,0.0,0.0,0.0,0.0,0.0,4947.73,21418.75,0.231,346257.69,180277.62,4947.73,531483.04,4,41,287.54,7,4,1,61.2,20,61.4,7,415.56,4986.72,0.01,Pre-Retirement
B006043,Wealth Builders,54,M,316725,Northeast,11.5,33795.52,101354.49,0.0,0.0,135922.84,0.0,16279.39,0.0,2564.87,26441.96,0.097,338712.78,135150.01,154767.1,628629.89,6,28,425.25,34,0,0,77.5,23,64.1,10,499.52,5994.24,0.01,Retired
B006044,Digital Enthusiasts,36,F,80994,West,0.7,8823.6,3571.57,0.0,0.0,0.0,0.0,0.0,0.0,2001.18,7121.65,0.281,0.0,12395.17,2001.18,14396.35,3,91,45.85,1,1,0,97.3,27,85.0,11,44.22,530.64,0.0471,Building
B006045,Young Professionals,32,F,86182,West,0.7,4182.88,3820.41,321.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8325.0,0.0,8325.0,3,53,79.3,7,0,0,75.0,20,71.4,9,14.94,179.28,0.1298,Starting Out
B006046,Wealth Builders,56,F,178569,West,6.6,40315.01,22056.44,0.0,0.0,0.0,0.0,13360.77,0.0,483.05,3500.38,0.138,228851.09,62371.45,13843.82,305066.36,5,30,362.65,8,3,3,78.0,20,54.4,8,171.66,2059.92,0.0522,Building
B006047,Young Professionals,32,M,72588,Southwest,3.7,2887.58,2137.36,0.0,0.0,0.0,0.0,0.0,8448.06,0.0,0.0,0.0,0.0,5024.94,8448.06,13473.0,3,62,35.57,0,0,1,91.0,25,77.3,10,39.87,478.44,0.1424,Building
B006048,Mature Traditionalists,55,M,53131,Southwest,25.4,22288.88,93181.49,30257.14,0.0,329138.09,0.0,0.0,0.0,1849.47,17447.79,0.106,204795.88,145727.51,330987.56,681510.95,6,18,141.73,41,3,1,8.3,3,9.9,1,657.81,7893.72,0.0194,Building
B006049,Young Professionals,24,F,52443,Northeast,2.4,5642.88,3481.06,0.0,0.0,0.0,0.0,0.0,0.0,9308.64,21851.26,0.426,0.0,9123.94,9308.64,18432.58,3,31,111.67,4,0,1,90.0,25,61.9,10,87.27,1047.24,0.0777,Building
B006050,Wealth Builders,43,M,216889,Southeast,10.1,79654.45,92667.11,0.0,0.0,0.0,0.0,33617.26,0.0,0.0,0.0,0.0,363209.84,172321.56,33617.26,569148.66,4,36,372.68,0,1,2,82.5,33,73.9,9,444.79,5337.48,0.0186,Building
B006051,Small Business Owners,47,F,118019,Southwest,4.1,21475.18,33276.06,0.0,0.0,0.0,0.0,20342.57,0.0,4736.23,9745.32,0.486,234102.4,54751.24,25078.8,313932.44,5,58,118.66,77,4,2,43.6,10,41.0,5,201.9,2422.8,0.1103,Building
B006052,Young Professionals,24,F,62456,Northeast,2.6,11724.55,3024.83,0.0,0.0,0.0,0.0,27657.96,0.0,8712.48,16754.77,0.52,0.0,14749.38,36370.44,51119.82,4,33,79.31,7,0,2,97.1,20,86.7,12,161.96,1943.52,0.1247,Building
B006053,Wealth Builders,50,M,162704,Northeast,7.3,74263.24,96475.18,0.0,0.0,115550.69,0.0,0.0,0.0,3253.95,18918.31,0.172,0.0,170738.42,118804.64,289543.06,4,51,201.54,17,2,0,67.7,15,49.5,9,495.75,5949.0,0.01,Building
B006054,Established Families,47,M,87595,Northeast,10.2,9317.82,20307.77,1711.06,0.0,0.0,0.0,22392.02,20141.78,1727.15,8592.79,0.201,0.0,31336.65,44260.95,75597.6,6,54,58.39,13,0,2,46.0,12,44.9,5,221.66,2659.92,0.0526,Starting Out
B006055,Established Families,40,F,79012,Midwest,9.8,24607.43,4303.9,492.72,0.0,0.0,0.0,0.0,0.0,5864.45,20577.02,0.285,242367.69,29404.05,5864.45,277636.19,5,93,28.16,42,4,1,61.0,18,63.2,5,107.59,1291.08,0.0402,Peak Earning
B006056,Mature Traditionalists,57,M,49883,West,31.2,24825.68,99188.47,0.0,0.0,0.0,0.0,0.0,17280.99,197.02,5794.6,0.034,0.0,124014.15,17478.01,141492.16,4,34,65.91,9,6,3,12.8,1,5.1,2,312.96,3755.52,0.01,Peak Earning
B006057,Digital Enthusiasts,24,F,123011,Midwest,4.0,4832.98,3511.36,0.0,0.0,0.0,0.0,0.0,0.0,13138.43,28624.02,0.459,0.0,8344.34,13138.43,21482.77,3,115,57.36,5,0,1,87.1,28,76.3,11,110.81,1329.72,0.1251,Peak Earning
B006058,Digital Enthusiasts,27,M,71211,West,0.8,11154.44,14745.15,3716.53,0.0,0.0,0.0,0.0,0.0,3794.36,14105.43,0.269,0.0,29616.12,3794.36,33410.48,4,72,42.01,20,0,0,92.4,19,92.9,12,96.72,1160.64,0.1103,Retired
B006059,Young Professionals,31,M,61199,Northeast,3.6,8296.0,6915.77,897.62,0.0,0.0,0.0,0.0,0.0,7661.53,14057.86,0.545,0.0,16109.39,7661.53,23770.92,4,75,33.49,4,4,0,79.6,23,77.5,10,79.08,948.96,0.1106,Building
B006060,Digital Enthusiasts,37,M,129900,Southwest,4.9,8060.0,14682.56,0.0,0.0,0.0,0.0,0.0,23001.04,7935.18,22802.23,0.348,0.0,22742.56,30936.22,53678.78,4,89,46.11,66,1,2,96.6,31,79.3,9,195.1,2341.2,0.0223,Building
B006061,Young Professionals,23,M,58908,West,3.7,6744.95,4892.86,0.0,0.0,0.0,0.0,0.0,0.0,2707.76,4204.6,0.644,0.0,11637.81,2707.76,14345.57,3,48,54.92,8,0,1,88.5,29,79.6,10,48.02,576.24,0.0883,Starting Out
B006062,Established Families,44,F,116841,Southwest,8.0,22168.36,25655.29,0.0,0.0,444554.93,0.0,0.0,0.0,4225.04,14519.04,0.291,0.0,47823.65,448779.97,496603.62,4,40,105.92,49,2,1,68.3,13,42.5,9,572.59,6871.08,0.0921,Peak Earning
B006063,Established Families,42,M,125544,Northeast,6.5,22544.82,21491.44,637.49,0.0,0.0,0.0,0.0,0.0,3489.75,12690.01,0.275,0.0,44673.75,3489.75,48163.5,4,82,93.78,11,1,0,65.2,14,94.9,8,122.96,1475.52,0.0531,Pre-Retirement
B006064,Young Professionals,33,F,52373,Midwest,1.9,4448.84,7869.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12318.48,0.0,12318.48,2,74,41.53,0,1,1,74.2,16,71.6,9,17.24,206.88,0.1084,Peak Earning
B006065,Young Professionals,33,F,52952,West,1.8,5669.78,6324.37,0.0,0.0,0.0,0.0,0.0,0.0,9595.66,27183.18,0.353,0.0,11994.15,9595.66,21589.81,3,25,58.24,9,0,1,85.1,24,82.6,10,95.28,1143.36,0.1137,Building
B006066,Established Families,33,F,117118,Northeast,3.6,19250.33,22319.62,5393.97,0.0,0.0,0.0,26793.13,0.0,4887.54,15868.64,0.308,0.0,46963.92,31680.67,78644.59,5,88,37.89,23,2,0,57.5,22,62.5,8,199.37,2392.44,0.0685,Peak Earning
B006067,Established Families,39,M,78207,Southeast,11.1,13820.52,12393.33,2599.95,0.0,211934.66,0.0,0.0,11303.02,10760.16,22049.5,0.488,43866.0,28813.8,233997.84,306677.64,7,33,121.36,12,0,4,77.0,13,64.3,10,405.03,4860.36,0.0359,Starting Out
B006068,Established Families,49,F,85909,Northeast,7.0,12975.22,18749.33,0.0,0.0,380176.51,0.0,37856.42,0.0,0.0,0.0,0.0,0.0,31724.55,418032.93,449757.48,4,82,38.05,20,0,3,80.1,17,82.3,10,530.47,6365.64,0.0891,Peak Earning
B006069,Established Families,38,F,147986,Southwest,3.4,19270.68,23742.34,0.0,0.0,0.0,0.0,24819.88,0.0,13343.02,27682.61,0.482,84794.24,43013.02,38162.9,165970.16,5,52,142.57,10,3,0,60.7,3,48.3,6,256.15,3073.8,0.0591,Building
B006070,Established Families,49,F,144711,Midwest,8.3,18699.52,15384.4,0.0,12609.44,0.0,0.0,0.0,0.0,3787.69,15030.53,0.252,0.0,46693.36,3787.69,50481.05,4,38,195.26,13,0,1,71.4,22,75.4,8,129.09,1549.08,0.0426,Peak Earning
B006071,Young Professionals,26,M,56516,West,3.3,4769.57,635.89,0.0,0.0,0.0,0.0,0.0,0.0,5145.2,16386.0,0.314,0.0,5405.46,5145.2,10550.66,3,36,95.43,9,0,1,80.7,31,70.1,10,51.04,612.48,0.1272,Starting Out
B006072,Young Professionals,24,F,54864,Midwest,3.8,8938.22,5852.08,2790.95,0.0,0.0,0.0,0.0,0.0,5588.5,21009.38,0.266,347840.42,17581.25,5588.5,371010.17,5,79,29.5,3,1,1,79.6,24,56.4,9,91.5,1098.0,0.1106,Building
B006073,At-Risk / Disengaging,40,M,52391,West,3.2,1059.76,1195.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2254.89,0.0,2254.89,2,9,268.81,37,4,0,28.7,6,29.7,2,-10.82,-129.84,0.3484,Peak Earning
B006074,Established Families,41,M,132526,Southwest,8.1,19522.51,8511.65,0.0,0.0,185205.51,21478.8,22815.76,0.0,4157.38,12191.73,0.341,320566.39,28034.16,233657.45,582258.0,7,46,103.22,10,2,1,49.6,10,50.3,5,388.71,4664.52,0.0906,Peak Earning
B006075,Established Families,46,F,81902,Midwest,10.4,10919.58,5081.42,0.0,0.0,303746.21,0.0,0.0,0.0,1395.17,3908.04,0.357,0.0,16001.0,305141.38,321142.38,4,48,56.15,0,2,1,57.5,22,65.3,6,345.54,4146.48,0.0828,Building
B006076,Digital Enthusiasts,37,F,106902,Northeast,3.1,4913.79,4770.82,0.0,0.0,0.0,0.0,13829.28,0.0,2221.73,8321.09,0.267,0.0,9684.61,16051.01,25735.62,4,76,82.87,12,0,0,93.4,36,82.6,10,77.24,926.88,0.1219,Building
B006077,Wealth Builders,44,M,267120,Southeast,11.4,45363.07,86920.05,0.0,0.0,238679.18,0.0,0.0,0.0,2258.4,20719.31,0.109,173484.38,132283.12,240937.58,546705.08,5,54,265.82,10,2,0,85.7,26,66.9,8,545.81,6549.72,0.01,Building
B006078,Wealth Builders,52,M,228880,Northeast,17.0,53145.78,60264.81,0.0,11937.39,387568.45,0.0,0.0,0.0,453.48,4489.9,0.101,176391.86,125347.98,388021.93,689761.77,6,38,158.67,0,1,3,82.2,26,66.6,9,663.51,7962.12,0.0254,Building
B006079,Young Professionals,27,M,65507,Midwest,3.3,5364.8,6398.42,0.0,0.0,0.0,0.0,0.0,0.0,9334.27,14449.33,0.646,0.0,11763.22,9334.27,21097.49,3,53,33.87,35,3,0,76.5,26,68.2,10,84.52,1014.24,0.0972,Building
B006080,Established Families,35,M,129391,Southwest,4.2,6782.78,13850.4,0.0,0.0,124081.77,19543.02,0.0,0.0,0.0,0.0,0.0,0.0,20633.18,143624.79,164257.97,4,82,52.02,5,3,0,56.8,24,60.1,7,193.8,2325.6,0.0412,Pre-Retirement
B006081,Young Professionals,26,F,55313,Southwest,2.5,3768.5,854.85,120.67,0.0,0.0,0.0,15293.99,21151.78,4922.65,8136.61,0.605,0.0,4744.02,41368.42,46112.44,6,29,60.53,11,2,0,97.6,37,76.0,12,169.23,2030.76,0.1344,Starting Out
B006082,At-Risk / Disengaging,36,F,26873,Southwest,3.0,2482.26,694.72,0.0,0.0,0.0,0.0,0.0,0.0,6677.52,7354.1,0.908,0.0,3176.98,6677.52,9854.5,3,5,265.16,57,5,1,6.2,6,0.0,0,41.12,493.44,0.3304,Building
B006083,Young Professionals,31,F,60388,Midwest,0.8,5778.85,2734.43,0.0,0.0,0.0,0.0,0.0,15107.21,10576.85,22035.11,0.48,0.0,8513.28,25684.06,34197.34,4,45,37.73,4,0,1,78.7,14,68.8,9,158.72,1904.64,0.1036,Starting Out
B006084,Small Business Owners,33,M,224860,Midwest,2.8,31133.61,13455.56,0.0,0.0,0.0,0.0,0.0,3560.99,10311.71,29047.07,0.355,297919.3,44589.17,13872.7,356381.17,5,141,46.86,6,0,1,51.7,16,32.8,5,198.76,2385.12,0.112,Peak Earning
B006085,Young Professionals,24,F,52837,Southeast,3.9,4753.16,3444.05,879.08,0.0,0.0,0.0,0.0,0.0,6733.85,10638.0,0.633,0.0,9076.29,6733.85,15810.14,4,59,55.34,14,1,2,76.9,26,68.3,7,63.38,760.56,0.1254,Starting Out
B006086,Wealth Builders,50,M,133189,Southeast,12.6,75644.13,76738.21,0.0,0.0,0.0,0.0,0.0,0.0,1294.21,7703.61,0.168,188606.65,152382.34,1294.21,342283.2,4,31,204.3,14,2,1,63.9,19,59.5,7,340.61,4087.32,0.0858,Peak Earning
B006087,Wealth Builders,38,F,160507,Northeast,18.3,45876.38,95601.43,0.0,0.0,393782.3,0.0,0.0,0.0,801.87,11621.36,0.069,152994.04,141477.81,394584.17,689056.02,5,43,101.56,10,0,1,77.8,20,84.9,8,715.67,8588.04,0.035,Peak Earning
B006088,Mature Traditionalists,64,F,94942,West,12.7,32774.68,43433.98,0.0,0.0,0.0,0.0,6702.27,0.0,942.38,15706.38,0.06,0.0,76208.66,7644.65,83853.31,4,26,163.1,2,1,0,22.2,7,23.5,2,189.27,2271.24,0.0628,Retired
B006089,Young Professionals,29,F,60685,Southeast,3.2,5567.45,3468.53,0.0,0.0,0.0,0.0,0.0,0.0,9871.67,15376.43,0.642,0.0,9035.98,9871.67,18907.65,3,27,90.6,42,1,0,80.1,23,83.7,8,90.18,1082.16,0.1311,Starting Out
B006090,At-Risk / Disengaging,37,F,50964,Northeast,4.5,2201.68,769.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2971.3,0.0,2971.3,2,5,664.79,68,5,1,21.7,4,0.0,0,-15.59,-187.08,0.3892,Peak Earning
B006091,Wealth Builders,40,F,151360,West,16.5,39734.32,100511.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260303.9,140245.74,0.0,400549.64,3,28,146.46,1,2,2,76.7,23,71.6,9,291.42,3497.04,0.01,Starting Out
B006092,Established Families,38,F,96274,West,5.7,23272.09,26101.33,0.0,0.0,0.0,0.0,6513.21,0.0,1897.76,4475.84,0.424,0.0,49373.42,8410.97,57784.39,4,95,66.62,13,2,0,74.7,23,80.4,9,133.64,1603.68,0.0846,Peak Earning
B006093,Established Families,42,F,71649,Northeast,7.9,14578.1,13058.64,0.0,0.0,302871.33,0.0,0.0,4736.57,7823.33,19805.91,0.395,317623.76,27636.74,315431.23,660691.73,6,92,31.52,43,0,2,84.0,28,63.5,11,450.38,5404.56,0.0638,Retired
B006094,Established Families,37,M,120494,Southeast,5.5,17052.37,17440.62,0.0,0.0,379864.97,0.0,36957.38,0.0,0.0,0.0,0.0,0.0,34492.99,416822.35,451315.34,4,72,41.86,16,2,2,48.7,17,48.2,5,529.08,6348.96,0.0421,Pre-Retirement
B006095,Mature Traditionalists,55,F,45883,Midwest,20.9,39211.79,19279.41,0.0,0.0,0.0,0.0,0.0,0.0,1845.09,27538.61,0.067,44917.18,58491.2,1845.09,105253.47,4,15,189.78,16,7,1,18.4,12,3.6,2,131.02,1572.24,0.017,Building
B006096,Small Business Owners,54,F,112498,Southeast,5.2,12416.05,31978.14,0.0,0.0,0.0,0.0,0.0,0.0,9302.2,15766.44,0.59,0.0,44394.19,9302.2,53696.39,3,124,32.05,11,3,2,52.6,21,50.8,7,147.28,1767.36,0.1329,Pre-Retirement
B006097,Established Families,41,M,140574,Midwest,10.3,6519.36,25401.91,0.0,0.0,432657.84,0.0,0.0,0.0,1964.96,4987.2,0.394,0.0,31921.27,434622.8,466544.07,4,55,145.37,23,2,1,61.5,19,55.0,7,511.78,6141.36,0.0707,Building
B006098,Wealth Builders,56,M,314141,West,14.6,16718.48,131455.17,0.0,0.0,0.0,0.0,0.0,0.0,3980.9,22364.62,0.178,106841.77,148173.65,3980.9,258996.32,4,50,322.44,4,4,1,65.0,14,65.9,9,342.95,4115.4,0.0679,Peak Earning
